#    L    TT             EE             BB             TE          
  9960   0.387636E-01   0.414308E-03   0.344479E-03  -0.485281E-03
  9961   0.386548E-01   0.414162E-03   0.344395E-03  -0.485616E-03
  9962   0.385391E-01   0.414014E-03   0.344313E-03  -0.485983E-03
  9963   0.384175E-01   0.413865E-03   0.344231E-03  -0.486376E-03
  9964   0.382911E-01   0.413715E-03   0.344150E-03  -0.486790E-03
  9965   0.381611E-01   0.413564E-03   0.344069E-03  -0.487221E-03
  9966   0.380285E-01   0.413412E-03   0.343989E-03  -0.487663E-03
  9967   0.378946E-01   0.413261E-03   0.343909E-03  -0.488110E-03
  9968   0.377606E-01   0.413110E-03   0.343829E-03  -0.488557E-03
  9969   0.376277E-01   0.412959E-03   0.343749E-03  -0.488998E-03
  9970   0.374971E-01   0.412808E-03   0.343668E-03  -0.489429E-03
  9971   0.373699E-01   0.412659E-03   0.343587E-03  -0.489842E-03
  9972   0.372473E-01   0.412512E-03   0.343506E-03  -0.490235E-03
  9973   0.371304E-01   0.412366E-03   0.343423E-03  -0.490600E-03
  9974   0.370202E-01   0.412221E-03   0.343340E-03  -0.490935E-03
  9975   0.369178E-01   0.412079E-03   0.343256E-03  -0.491233E-03
  9976   0.368239E-01   0.411940E-03   0.343171E-03  -0.491492E-03
  9977   0.367395E-01   0.411803E-03   0.343084E-03  -0.491707E-03
  9978   0.366652E-01   0.411668E-03   0.342997E-03  -0.491875E-03
  9979   0.366017E-01   0.411537E-03   0.342908E-03  -0.491993E-03
  9980   0.365496E-01   0.411409E-03   0.342817E-03  -0.492059E-03
  9981   0.365091E-01   0.411283E-03   0.342725E-03  -0.492072E-03
  9982   0.364807E-01   0.411161E-03   0.342632E-03  -0.492028E-03
  9983   0.364646E-01   0.411042E-03   0.342537E-03  -0.491929E-03
  9984   0.364607E-01   0.410927E-03   0.342440E-03  -0.491774E-03
  9985   0.364690E-01   0.410814E-03   0.342342E-03  -0.491563E-03
  9986   0.364894E-01   0.410705E-03   0.342242E-03  -0.491296E-03
  9987   0.365215E-01   0.410599E-03   0.342141E-03  -0.490976E-03
  9988   0.365651E-01   0.410495E-03   0.342038E-03  -0.490604E-03
  9989   0.366194E-01   0.410394E-03   0.341935E-03  -0.490183E-03
  9990   0.366839E-01   0.410296E-03   0.341829E-03  -0.489715E-03
  9991   0.367580E-01   0.410201E-03   0.341723E-03  -0.489205E-03
  9992   0.368407E-01   0.410107E-03   0.341616E-03  -0.488655E-03
  9993   0.369311E-01   0.410016E-03   0.341507E-03  -0.488070E-03
  9994   0.370284E-01   0.409926E-03   0.341398E-03  -0.487455E-03
  9995   0.371313E-01   0.409838E-03   0.341288E-03  -0.486815E-03
  9996   0.372389E-01   0.409750E-03   0.341178E-03  -0.486154E-03
  9997   0.373499E-01   0.409664E-03   0.341067E-03  -0.485478E-03
  9998   0.374632E-01   0.409578E-03   0.340956E-03  -0.484792E-03
  9999   0.375776E-01   0.409492E-03   0.340845E-03  -0.484103E-03
 10000   0.376918E-01   0.409406E-03   0.340734E-03  -0.483415E-03
 10001   0.378046E-01   0.409320E-03   0.340623E-03  -0.482734E-03
 10002   0.379148E-01   0.409233E-03   0.340513E-03  -0.482066E-03
 10003   0.380213E-01   0.409145E-03   0.340403E-03  -0.481416E-03
 10004   0.381227E-01   0.409056E-03   0.340294E-03  -0.480790E-03
 10005   0.382181E-01   0.408965E-03   0.340186E-03  -0.480193E-03
 10006   0.383064E-01   0.408872E-03   0.340079E-03  -0.479629E-03
 10007   0.383866E-01   0.408777E-03   0.339973E-03  -0.479103E-03
 10008   0.384578E-01   0.408679E-03   0.339868E-03  -0.478618E-03
 10009   0.385192E-01   0.408579E-03   0.339764E-03  -0.478180E-03
 10010   0.385700E-01   0.408477E-03   0.339662E-03  -0.477790E-03
 10011   0.386097E-01   0.408371E-03   0.339561E-03  -0.477453E-03
 10012   0.386377E-01   0.408263E-03   0.339462E-03  -0.477169E-03
 10013   0.386536E-01   0.408151E-03   0.339365E-03  -0.476942E-03
 10014   0.386572E-01   0.408037E-03   0.339269E-03  -0.476771E-03
 10015   0.386482E-01   0.407919E-03   0.339174E-03  -0.476658E-03
 10016   0.386266E-01   0.407798E-03   0.339082E-03  -0.476603E-03
 10017   0.385925E-01   0.407674E-03   0.338991E-03  -0.476606E-03
 10018   0.385461E-01   0.407546E-03   0.338902E-03  -0.476665E-03
 10019   0.384878E-01   0.407416E-03   0.338814E-03  -0.476779E-03
 10020   0.384178E-01   0.407283E-03   0.338728E-03  -0.476946E-03
 10021   0.383370E-01   0.407147E-03   0.338643E-03  -0.477163E-03
 10022   0.382457E-01   0.407009E-03   0.338560E-03  -0.477427E-03
 10023   0.381449E-01   0.406869E-03   0.338477E-03  -0.477735E-03
 10024   0.380354E-01   0.406726E-03   0.338396E-03  -0.478082E-03
 10025   0.379181E-01   0.406581E-03   0.338316E-03  -0.478465E-03
 10026   0.377941E-01   0.406435E-03   0.338237E-03  -0.478878E-03
 10027   0.376643E-01   0.406288E-03   0.338159E-03  -0.479316E-03
 10028   0.375301E-01   0.406139E-03   0.338081E-03  -0.479775E-03
 10029   0.373925E-01   0.405990E-03   0.338004E-03  -0.480248E-03
 10030   0.372528E-01   0.405840E-03   0.337926E-03  -0.480730E-03
 10031   0.371122E-01   0.405691E-03   0.337849E-03  -0.481215E-03
 10032   0.369720E-01   0.405541E-03   0.337772E-03  -0.481698E-03
 10033   0.368335E-01   0.405392E-03   0.337695E-03  -0.482172E-03
 10034   0.366978E-01   0.405245E-03   0.337617E-03  -0.482632E-03
 10035   0.365662E-01   0.405098E-03   0.337539E-03  -0.483073E-03
 10036   0.364400E-01   0.404952E-03   0.337460E-03  -0.483488E-03
 10037   0.363201E-01   0.404809E-03   0.337380E-03  -0.483873E-03
 10038   0.362077E-01   0.404667E-03   0.337299E-03  -0.484223E-03
 10039   0.361037E-01   0.404528E-03   0.337217E-03  -0.484534E-03
 10040   0.360092E-01   0.404391E-03   0.337134E-03  -0.484800E-03
 10041   0.359249E-01   0.404257E-03   0.337050E-03  -0.485019E-03
 10042   0.358515E-01   0.404126E-03   0.336964E-03  -0.485187E-03
 10043   0.357898E-01   0.403998E-03   0.336877E-03  -0.485301E-03
 10044   0.357401E-01   0.403873E-03   0.336788E-03  -0.485359E-03
 10045   0.357029E-01   0.403751E-03   0.336697E-03  -0.485360E-03
 10046   0.356785E-01   0.403632E-03   0.336605E-03  -0.485301E-03
 10047   0.356670E-01   0.403517E-03   0.336511E-03  -0.485183E-03
 10048   0.356684E-01   0.403405E-03   0.336416E-03  -0.485005E-03
 10049   0.356828E-01   0.403297E-03   0.336319E-03  -0.484767E-03
 10050   0.357097E-01   0.403191E-03   0.336220E-03  -0.484472E-03
 10051   0.357490E-01   0.403089E-03   0.336120E-03  -0.484120E-03
 10052   0.358001E-01   0.402990E-03   0.336018E-03  -0.483714E-03
 10053   0.358625E-01   0.402893E-03   0.335915E-03  -0.483257E-03
 10054   0.359355E-01   0.402799E-03   0.335810E-03  -0.482751E-03
 10055   0.360182E-01   0.402708E-03   0.335704E-03  -0.482200E-03
 10056   0.361098E-01   0.402619E-03   0.335598E-03  -0.481610E-03
 10057   0.362094E-01   0.402532E-03   0.335490E-03  -0.480983E-03
 10058   0.363158E-01   0.402446E-03   0.335381E-03  -0.480326E-03
 10059   0.364280E-01   0.402362E-03   0.335272E-03  -0.479643E-03
 10060   0.365448E-01   0.402279E-03   0.335162E-03  -0.478939E-03
 10061   0.366649E-01   0.402197E-03   0.335052E-03  -0.478221E-03
 10062   0.367870E-01   0.402115E-03   0.334941E-03  -0.477495E-03
 10063   0.369100E-01   0.402033E-03   0.334831E-03  -0.476765E-03
 10064   0.370325E-01   0.401951E-03   0.334720E-03  -0.476039E-03
 10065   0.371532E-01   0.401869E-03   0.334610E-03  -0.475322E-03
 10066   0.372708E-01   0.401786E-03   0.334501E-03  -0.474620E-03
 10067   0.373842E-01   0.401701E-03   0.334392E-03  -0.473939E-03
 10068   0.374920E-01   0.401616E-03   0.334284E-03  -0.473285E-03
 10069   0.375932E-01   0.401528E-03   0.334177E-03  -0.472662E-03
 10070   0.376865E-01   0.401439E-03   0.334071E-03  -0.472075E-03
 10071   0.377711E-01   0.401347E-03   0.333966E-03  -0.471530E-03
 10072   0.378460E-01   0.401253E-03   0.333862E-03  -0.471031E-03
 10073   0.379103E-01   0.401156E-03   0.333760E-03  -0.470581E-03
 10074   0.379632E-01   0.401056E-03   0.333660E-03  -0.470184E-03
 10075   0.380042E-01   0.400953E-03   0.333561E-03  -0.469843E-03
 10076   0.380327E-01   0.400847E-03   0.333463E-03  -0.469560E-03
 10077   0.380483E-01   0.400738E-03   0.333368E-03  -0.469337E-03
 10078   0.380508E-01   0.400626E-03   0.333274E-03  -0.469176E-03
 10079   0.380399E-01   0.400510E-03   0.333182E-03  -0.469076E-03
 10080   0.380156E-01   0.400391E-03   0.333092E-03  -0.469038E-03
 10081   0.379781E-01   0.400269E-03   0.333004E-03  -0.469061E-03
 10082   0.379276E-01   0.400143E-03   0.332917E-03  -0.469144E-03
 10083   0.378643E-01   0.400015E-03   0.332832E-03  -0.469286E-03
 10084   0.377889E-01   0.399883E-03   0.332748E-03  -0.469484E-03
 10085   0.377019E-01   0.399749E-03   0.332667E-03  -0.469735E-03
 10086   0.376040E-01   0.399612E-03   0.332586E-03  -0.470036E-03
 10087   0.374960E-01   0.399473E-03   0.332507E-03  -0.470384E-03
 10088   0.373789E-01   0.399331E-03   0.332429E-03  -0.470773E-03
 10089   0.372536E-01   0.399188E-03   0.332352E-03  -0.471199E-03
 10090   0.371212E-01   0.399043E-03   0.332276E-03  -0.471658E-03
 10091   0.369829E-01   0.398896E-03   0.332201E-03  -0.472143E-03
 10092   0.368400E-01   0.398749E-03   0.332127E-03  -0.472649E-03
 10093   0.366935E-01   0.398601E-03   0.332052E-03  -0.473170E-03
 10094   0.365449E-01   0.398452E-03   0.331978E-03  -0.473701E-03
 10095   0.363955E-01   0.398303E-03   0.331905E-03  -0.474234E-03
 10096   0.362466E-01   0.398155E-03   0.331831E-03  -0.474765E-03
 10097   0.360995E-01   0.398007E-03   0.331757E-03  -0.475286E-03
 10098   0.359556E-01   0.397860E-03   0.331682E-03  -0.475792E-03
 10099   0.358161E-01   0.397715E-03   0.331607E-03  -0.476276E-03
 10100   0.356823E-01   0.397571E-03   0.331531E-03  -0.476734E-03
 10101   0.355553E-01   0.397429E-03   0.331454E-03  -0.477159E-03
 10102   0.354363E-01   0.397288E-03   0.331376E-03  -0.477546E-03
 10103   0.353264E-01   0.397151E-03   0.331297E-03  -0.477891E-03
 10104   0.352264E-01   0.397016E-03   0.331217E-03  -0.478189E-03
 10105   0.351374E-01   0.396883E-03   0.331135E-03  -0.478436E-03
 10106   0.350600E-01   0.396754E-03   0.331052E-03  -0.478629E-03
 10107   0.349950E-01   0.396628E-03   0.330967E-03  -0.478764E-03
 10108   0.349428E-01   0.396505E-03   0.330880E-03  -0.478839E-03
 10109   0.349039E-01   0.396385E-03   0.330792E-03  -0.478852E-03
 10110   0.348786E-01   0.396269E-03   0.330701E-03  -0.478802E-03
 10111   0.348670E-01   0.396157E-03   0.330610E-03  -0.478689E-03
 10112   0.348693E-01   0.396048E-03   0.330516E-03  -0.478512E-03
 10113   0.348852E-01   0.395942E-03   0.330420E-03  -0.478271E-03
 10114   0.349145E-01   0.395839E-03   0.330323E-03  -0.477968E-03
 10115   0.349570E-01   0.395740E-03   0.330224E-03  -0.477605E-03
 10116   0.350121E-01   0.395644E-03   0.330123E-03  -0.477184E-03
 10117   0.350791E-01   0.395551E-03   0.330021E-03  -0.476707E-03
 10118   0.351575E-01   0.395460E-03   0.329918E-03  -0.476178E-03
 10119   0.352463E-01   0.395373E-03   0.329813E-03  -0.475602E-03
 10120   0.353446E-01   0.395287E-03   0.329707E-03  -0.474982E-03
 10121   0.354515E-01   0.395204E-03   0.329600E-03  -0.474324E-03
 10122   0.355657E-01   0.395122E-03   0.329492E-03  -0.473632E-03
 10123   0.356861E-01   0.395042E-03   0.329383E-03  -0.472911E-03
 10124   0.358114E-01   0.394963E-03   0.329274E-03  -0.472169E-03
 10125   0.359404E-01   0.394884E-03   0.329164E-03  -0.471411E-03
 10126   0.360718E-01   0.394806E-03   0.329054E-03  -0.470642E-03
 10127   0.362041E-01   0.394729E-03   0.328944E-03  -0.469870E-03
 10128   0.363361E-01   0.394651E-03   0.328834E-03  -0.469100E-03
 10129   0.364663E-01   0.394573E-03   0.328724E-03  -0.468340E-03
 10130   0.365934E-01   0.394493E-03   0.328615E-03  -0.467594E-03
 10131   0.367161E-01   0.394413E-03   0.328507E-03  -0.466870E-03
 10132   0.368330E-01   0.394331E-03   0.328399E-03  -0.466173E-03
 10133   0.369431E-01   0.394248E-03   0.328292E-03  -0.465509E-03
 10134   0.370450E-01   0.394162E-03   0.328187E-03  -0.464884E-03
 10135   0.371378E-01   0.394074E-03   0.328082E-03  -0.464302E-03
 10136   0.372203E-01   0.393983E-03   0.327979E-03  -0.463767E-03
 10137   0.372918E-01   0.393890E-03   0.327878E-03  -0.463285E-03
 10138   0.373514E-01   0.393794E-03   0.327778E-03  -0.462859E-03
 10139   0.373983E-01   0.393694E-03   0.327680E-03  -0.462491E-03
 10140   0.374321E-01   0.393591E-03   0.327584E-03  -0.462185E-03
 10141   0.374523E-01   0.393485E-03   0.327490E-03  -0.461943E-03
 10142   0.374585E-01   0.393376E-03   0.327397E-03  -0.461765E-03
 10143   0.374507E-01   0.393263E-03   0.327306E-03  -0.461653E-03
 10144   0.374286E-01   0.393147E-03   0.327218E-03  -0.461607E-03
 10145   0.373925E-01   0.393027E-03   0.327131E-03  -0.461627E-03
 10146   0.373426E-01   0.392904E-03   0.327046E-03  -0.461711E-03
 10147   0.372791E-01   0.392777E-03   0.326963E-03  -0.461857E-03
 10148   0.372026E-01   0.392648E-03   0.326881E-03  -0.462064E-03
 10149   0.371137E-01   0.392515E-03   0.326802E-03  -0.462328E-03
 10150   0.370130E-01   0.392380E-03   0.326723E-03  -0.462646E-03
 10151   0.369016E-01   0.392243E-03   0.326646E-03  -0.463015E-03
 10152   0.367802E-01   0.392103E-03   0.326571E-03  -0.463429E-03
 10153   0.366499E-01   0.391961E-03   0.326497E-03  -0.463883E-03
 10154   0.365119E-01   0.391817E-03   0.326423E-03  -0.464374E-03
 10155   0.363674E-01   0.391672E-03   0.326351E-03  -0.464894E-03
 10156   0.362176E-01   0.391525E-03   0.326279E-03  -0.465438E-03
 10157   0.360638E-01   0.391378E-03   0.326208E-03  -0.465999E-03
 10158   0.359074E-01   0.391230E-03   0.326137E-03  -0.466573E-03
 10159   0.357498E-01   0.391083E-03   0.326066E-03  -0.467151E-03
 10160   0.355924E-01   0.390935E-03   0.325996E-03  -0.467728E-03
 10161   0.354365E-01   0.390788E-03   0.325925E-03  -0.468297E-03
 10162   0.352836E-01   0.390642E-03   0.325853E-03  -0.468852E-03
 10163   0.351351E-01   0.390498E-03   0.325781E-03  -0.469386E-03
 10164   0.349921E-01   0.390354E-03   0.325709E-03  -0.469893E-03
 10165   0.348561E-01   0.390213E-03   0.325635E-03  -0.470367E-03
 10166   0.347282E-01   0.390074E-03   0.325560E-03  -0.470804E-03
 10167   0.346096E-01   0.389937E-03   0.325484E-03  -0.471196E-03
 10168   0.345012E-01   0.389803E-03   0.325407E-03  -0.471541E-03
 10169   0.344040E-01   0.389672E-03   0.325328E-03  -0.471833E-03
 10170   0.343189E-01   0.389544E-03   0.325248E-03  -0.472069E-03
 10171   0.342466E-01   0.389419E-03   0.325166E-03  -0.472245E-03
 10172   0.341877E-01   0.389297E-03   0.325082E-03  -0.472358E-03
 10173   0.341427E-01   0.389179E-03   0.324996E-03  -0.472407E-03
 10174   0.341119E-01   0.389065E-03   0.324908E-03  -0.472389E-03
 10175   0.340955E-01   0.388954E-03   0.324819E-03  -0.472304E-03
 10176   0.340937E-01   0.388846E-03   0.324728E-03  -0.472152E-03
 10177   0.341062E-01   0.388743E-03   0.324634E-03  -0.471933E-03
 10178   0.341331E-01   0.388642E-03   0.324539E-03  -0.471647E-03
 10179   0.341738E-01   0.388545E-03   0.324442E-03  -0.471298E-03
 10180   0.342280E-01   0.388452E-03   0.324344E-03  -0.470885E-03
 10181   0.342950E-01   0.388361E-03   0.324243E-03  -0.470414E-03
 10182   0.343741E-01   0.388274E-03   0.324141E-03  -0.469886E-03
 10183   0.344645E-01   0.388189E-03   0.324038E-03  -0.469306E-03
 10184   0.345653E-01   0.388106E-03   0.323933E-03  -0.468679E-03
 10185   0.346754E-01   0.388026E-03   0.323827E-03  -0.468009E-03
 10186   0.347936E-01   0.387947E-03   0.323721E-03  -0.467301E-03
 10187   0.349188E-01   0.387871E-03   0.323613E-03  -0.466562E-03
 10188   0.350496E-01   0.387795E-03   0.323504E-03  -0.465796E-03
 10189   0.351848E-01   0.387720E-03   0.323395E-03  -0.465011E-03
 10190   0.353229E-01   0.387646E-03   0.323286E-03  -0.464213E-03
 10191   0.354626E-01   0.387572E-03   0.323177E-03  -0.463409E-03
 10192   0.356025E-01   0.387499E-03   0.323067E-03  -0.462604E-03
 10193   0.357410E-01   0.387424E-03   0.322958E-03  -0.461806E-03
 10194   0.358768E-01   0.387349E-03   0.322849E-03  -0.461021E-03
 10195   0.360085E-01   0.387273E-03   0.322741E-03  -0.460255E-03
 10196   0.361348E-01   0.387195E-03   0.322634E-03  -0.459516E-03
 10197   0.362543E-01   0.387115E-03   0.322527E-03  -0.458809E-03
 10198   0.363658E-01   0.387034E-03   0.322422E-03  -0.458139E-03
 10199   0.364681E-01   0.386950E-03   0.322318E-03  -0.457513E-03
 10200   0.365602E-01   0.386863E-03   0.322215E-03  -0.456934E-03
 10201   0.366411E-01   0.386774E-03   0.322114E-03  -0.456409E-03
 10202   0.367099E-01   0.386682E-03   0.322015E-03  -0.455940E-03
 10203   0.367657E-01   0.386586E-03   0.321917E-03  -0.455531E-03
 10204   0.368081E-01   0.386487E-03   0.321821E-03  -0.455185E-03
 10205   0.368365E-01   0.386385E-03   0.321727E-03  -0.454905E-03
 10206   0.368504E-01   0.386279E-03   0.321635E-03  -0.454692E-03
 10207   0.368498E-01   0.386170E-03   0.321545E-03  -0.454547E-03
 10208   0.368343E-01   0.386057E-03   0.321457E-03  -0.454471E-03
 10209   0.368041E-01   0.385941E-03   0.321371E-03  -0.454464E-03
 10210   0.367594E-01   0.385821E-03   0.321287E-03  -0.454524E-03
 10211   0.367004E-01   0.385698E-03   0.321205E-03  -0.454651E-03
 10212   0.366277E-01   0.385571E-03   0.321124E-03  -0.454842E-03
 10213   0.365417E-01   0.385442E-03   0.321046E-03  -0.455094E-03
 10214   0.364433E-01   0.385309E-03   0.320969E-03  -0.455404E-03
 10215   0.363331E-01   0.385174E-03   0.320894E-03  -0.455768E-03
 10216   0.362122E-01   0.385036E-03   0.320820E-03  -0.456182E-03
 10217   0.360816E-01   0.384896E-03   0.320747E-03  -0.456641E-03
 10218   0.359424E-01   0.384755E-03   0.320676E-03  -0.457140E-03
 10219   0.357959E-01   0.384611E-03   0.320605E-03  -0.457673E-03
 10220   0.356432E-01   0.384467E-03   0.320536E-03  -0.458233E-03
 10221   0.354859E-01   0.384322E-03   0.320467E-03  -0.458816E-03
 10222   0.353251E-01   0.384176E-03   0.320398E-03  -0.459413E-03
 10223   0.351625E-01   0.384029E-03   0.320330E-03  -0.460020E-03
 10224   0.349994E-01   0.383883E-03   0.320262E-03  -0.460628E-03
 10225   0.348372E-01   0.383737E-03   0.320194E-03  -0.461231E-03
 10226   0.346774E-01   0.383593E-03   0.320125E-03  -0.461823E-03
 10227   0.345214E-01   0.383449E-03   0.320056E-03  -0.462397E-03
 10228   0.343706E-01   0.383307E-03   0.319986E-03  -0.462946E-03
 10229   0.342264E-01   0.383166E-03   0.319915E-03  -0.463464E-03
 10230   0.340899E-01   0.383028E-03   0.319843E-03  -0.463946E-03
 10231   0.339625E-01   0.382892E-03   0.319771E-03  -0.464386E-03
 10232   0.338451E-01   0.382759E-03   0.319696E-03  -0.464778E-03
 10233   0.337389E-01   0.382629E-03   0.319621E-03  -0.465119E-03
 10234   0.336447E-01   0.382501E-03   0.319543E-03  -0.465403E-03
 10235   0.335634E-01   0.382377E-03   0.319464E-03  -0.465627E-03
 10236   0.334956E-01   0.382257E-03   0.319383E-03  -0.465788E-03
 10237   0.334419E-01   0.382140E-03   0.319301E-03  -0.465883E-03
 10238   0.334027E-01   0.382026E-03   0.319216E-03  -0.465911E-03
 10239   0.333783E-01   0.381917E-03   0.319130E-03  -0.465869E-03
 10240   0.333688E-01   0.381811E-03   0.319041E-03  -0.465759E-03
 10241   0.333742E-01   0.381708E-03   0.318951E-03  -0.465579E-03
 10242   0.333944E-01   0.381609E-03   0.318858E-03  -0.465330E-03
 10243   0.334291E-01   0.381514E-03   0.318764E-03  -0.465013E-03
 10244   0.334779E-01   0.381422E-03   0.318668E-03  -0.464632E-03
 10245   0.335402E-01   0.381333E-03   0.318570E-03  -0.464187E-03
 10246   0.336153E-01   0.381247E-03   0.318470E-03  -0.463683E-03
 10247   0.337025E-01   0.381165E-03   0.318369E-03  -0.463123E-03
 10248   0.338008E-01   0.381084E-03   0.318266E-03  -0.462511E-03
 10249   0.339093E-01   0.381006E-03   0.318162E-03  -0.461852E-03
 10250   0.340267E-01   0.380930E-03   0.318057E-03  -0.461152E-03
 10251   0.341519E-01   0.380856E-03   0.317951E-03  -0.460416E-03
 10252   0.342836E-01   0.380783E-03   0.317844E-03  -0.459649E-03
 10253   0.344204E-01   0.380712E-03   0.317737E-03  -0.458859E-03
 10254   0.345611E-01   0.380640E-03   0.317629E-03  -0.458052E-03
 10255   0.347041E-01   0.380570E-03   0.317520E-03  -0.457234E-03
 10256   0.348480E-01   0.380499E-03   0.317412E-03  -0.456412E-03
 10257   0.349913E-01   0.380428E-03   0.317304E-03  -0.455593E-03
 10258   0.351326E-01   0.380357E-03   0.317196E-03  -0.454783E-03
 10259   0.352705E-01   0.380284E-03   0.317088E-03  -0.453990E-03
 10260   0.354035E-01   0.380210E-03   0.316982E-03  -0.453220E-03
 10261   0.355303E-01   0.380134E-03   0.316876E-03  -0.452479E-03
 10262   0.356496E-01   0.380056E-03   0.316771E-03  -0.451772E-03
 10263   0.357602E-01   0.379976E-03   0.316667E-03  -0.451107E-03
 10264   0.358609E-01   0.379894E-03   0.316565E-03  -0.450488E-03
 10265   0.359507E-01   0.379809E-03   0.316464E-03  -0.449920E-03
 10266   0.360287E-01   0.379720E-03   0.316365E-03  -0.449407E-03
 10267   0.360939E-01   0.379629E-03   0.316267E-03  -0.448954E-03
 10268   0.361457E-01   0.379534E-03   0.316172E-03  -0.448563E-03
 10269   0.361834E-01   0.379436E-03   0.316078E-03  -0.448237E-03
 10270   0.362067E-01   0.379334E-03   0.315986E-03  -0.447979E-03
 10271   0.362153E-01   0.379228E-03   0.315896E-03  -0.447790E-03
 10272   0.362088E-01   0.379119E-03   0.315808E-03  -0.447670E-03
 10273   0.361874E-01   0.379007E-03   0.315723E-03  -0.447620E-03
 10274   0.361510E-01   0.378890E-03   0.315639E-03  -0.447640E-03
 10275   0.361001E-01   0.378771E-03   0.315557E-03  -0.447728E-03
 10276   0.360348E-01   0.378648E-03   0.315477E-03  -0.447882E-03
 10277   0.359558E-01   0.378521E-03   0.315399E-03  -0.448100E-03
 10278   0.358637E-01   0.378392E-03   0.315323E-03  -0.448379E-03
 10279   0.357593E-01   0.378260E-03   0.315249E-03  -0.448715E-03
 10280   0.356435E-01   0.378125E-03   0.315176E-03  -0.449104E-03
 10281   0.355172E-01   0.377988E-03   0.315104E-03  -0.449542E-03
 10282   0.353816E-01   0.377849E-03   0.315034E-03  -0.450023E-03
 10283   0.352378E-01   0.377709E-03   0.314964E-03  -0.450542E-03
 10284   0.350872E-01   0.377566E-03   0.314896E-03  -0.451093E-03
 10285   0.349311E-01   0.377423E-03   0.314829E-03  -0.451670E-03
 10286   0.347707E-01   0.377279E-03   0.314762E-03  -0.452266E-03
 10287   0.346076E-01   0.377135E-03   0.314695E-03  -0.452874E-03
 10288   0.344432E-01   0.376991E-03   0.314629E-03  -0.453489E-03
 10289   0.342790E-01   0.376847E-03   0.314562E-03  -0.454102E-03
 10290   0.341164E-01   0.376703E-03   0.314496E-03  -0.454708E-03
 10291   0.339568E-01   0.376561E-03   0.314429E-03  -0.455300E-03
 10292   0.338017E-01   0.376420E-03   0.314361E-03  -0.455871E-03
 10293   0.336525E-01   0.376281E-03   0.314293E-03  -0.456415E-03
 10294   0.335104E-01   0.376143E-03   0.314224E-03  -0.456925E-03
 10295   0.333767E-01   0.376008E-03   0.314153E-03  -0.457396E-03
 10296   0.332526E-01   0.375876E-03   0.314082E-03  -0.457823E-03
 10297   0.331391E-01   0.375746E-03   0.314009E-03  -0.458200E-03
 10298   0.330372E-01   0.375620E-03   0.313934E-03  -0.458522E-03
 10299   0.329479E-01   0.375496E-03   0.313858E-03  -0.458787E-03
 10300   0.328717E-01   0.375376E-03   0.313780E-03  -0.458990E-03
 10301   0.328095E-01   0.375260E-03   0.313700E-03  -0.459129E-03
 10302   0.327615E-01   0.375147E-03   0.313619E-03  -0.459201E-03
 10303   0.327283E-01   0.375038E-03   0.313535E-03  -0.459204E-03
 10304   0.327100E-01   0.374932E-03   0.313450E-03  -0.459138E-03
 10305   0.327066E-01   0.374830E-03   0.313362E-03  -0.459003E-03
 10306   0.327182E-01   0.374732E-03   0.313273E-03  -0.458798E-03
 10307   0.327445E-01   0.374637E-03   0.313181E-03  -0.458524E-03
 10308   0.327852E-01   0.374546E-03   0.313088E-03  -0.458184E-03
 10309   0.328397E-01   0.374458E-03   0.312993E-03  -0.457779E-03
 10310   0.329075E-01   0.374373E-03   0.312896E-03  -0.457313E-03
 10311   0.329877E-01   0.374291E-03   0.312798E-03  -0.456788E-03
 10312   0.330797E-01   0.374212E-03   0.312697E-03  -0.456210E-03
 10313   0.331823E-01   0.374135E-03   0.312596E-03  -0.455581E-03
 10314   0.332946E-01   0.374060E-03   0.312493E-03  -0.454908E-03
 10315   0.334152E-01   0.373987E-03   0.312390E-03  -0.454195E-03
 10316   0.335431E-01   0.373916E-03   0.312285E-03  -0.453449E-03
 10317   0.336769E-01   0.373846E-03   0.312179E-03  -0.452676E-03
 10318   0.338153E-01   0.373776E-03   0.312073E-03  -0.451881E-03
 10319   0.339567E-01   0.373708E-03   0.311967E-03  -0.451072E-03
 10320   0.340999E-01   0.373639E-03   0.311860E-03  -0.450255E-03
 10321   0.342433E-01   0.373570E-03   0.311753E-03  -0.449436E-03
 10322   0.343854E-01   0.373501E-03   0.311647E-03  -0.448624E-03
 10323   0.345250E-01   0.373430E-03   0.311541E-03  -0.447823E-03
 10324   0.346604E-01   0.373359E-03   0.311435E-03  -0.447042E-03
 10325   0.347905E-01   0.373285E-03   0.311330E-03  -0.446285E-03
 10326   0.349137E-01   0.373210E-03   0.311227E-03  -0.445560E-03
 10327   0.350289E-01   0.373133E-03   0.311124E-03  -0.444873E-03
 10328   0.351350E-01   0.373054E-03   0.311022E-03  -0.444227E-03
 10329   0.352307E-01   0.372971E-03   0.310922E-03  -0.443630E-03
 10330   0.353152E-01   0.372886E-03   0.310823E-03  -0.443085E-03
 10331   0.353874E-01   0.372797E-03   0.310726E-03  -0.442597E-03
 10332   0.354467E-01   0.372706E-03   0.310631E-03  -0.442169E-03
 10333   0.354924E-01   0.372611E-03   0.310538E-03  -0.441804E-03
 10334   0.355240E-01   0.372512E-03   0.310446E-03  -0.441504E-03
 10335   0.355411E-01   0.372410E-03   0.310357E-03  -0.441272E-03
 10336   0.355435E-01   0.372304E-03   0.310269E-03  -0.441108E-03
